gender_exclusive,gender_inclusive,difficulty,origin
Con experiencia previa  la mujer de Tomás era muy buena veterinario,Con experiencia previa  la mujer de Tomás era muy buena veterinaria,feminizar_profesiones,human_combinatory
Los artistas exhibieron sus obras en la galería de arte.,Las y los artistas exhibieron sus obras en la galería de arte.,plurales,GPT-3.5_fs_multiplication
Los empleados trabajan diligentemente para alcanzar los objetivos.,El personal trabaja diligentemente para alcanzar los objetivos.,plurales,GPT-3.5_CaDi
Los vecinos se reunieron para discutir sobre la seguridad del barrio,El vecindario se reunió para discutir sobre la seguridad del barrio,plural_neutro,GPT-3.5_fewshot
Los legisladores aprobaron nuevas leyes de medio ambiente,La legislación aprobó nuevas leyes de medio ambiente,plural_neutro,GPT-3.5_fewshot
No está de más decir que carga con una larga historia de desprestigio entre los electores y la opinión pública,No está de más decir que carga con una larga historia de desprestigio entre el electorado y la opinión pública,dificultades_variadas,neutral_es
Los asistentes obtendrán un Certificado.,Todas las personas asistentes obtendrán un certificado.,persona_generica,guia_CHRYSALLIS
Los festivales y celebraciones de las españolas son una manifestación de su alegría y diversidad,Los festivales y celebraciones españolas son una manifestación de su alegría y diversidad,culturas,GPT-3.5_fewshot
Los héroes fueron condecorados por su acto de valentía.,Heroínas y héroes fueron condecorados por su acto de valentía.,plurales,GPT-3.5_CaDi
Habla con tu médico de cabecera para ver si necesitas que se cambie tu dosis de paracetamol o de los demás medicamentos que tienes prescritos,Habla con tu médico de cabecera para ver si necesitas que se cambie tu dosis de paracetamol o del resto medicamentos que tienes prescritos,dificultades_variadas,neutral_es
"Pasado el plazo los limpiadores , las limpiadoras retirará todas las infraestructuras",Pasado el plazo el personal de limpieza retirará todas las infraestructuras,dificultades_variadas,neutral_es
Los discapacitados utilizan rampas para acceder a los edificios.,Las personas con discapacidad utilizan rampas para acceder a los edificios.,terminologia,GPT-3.5_fewshot
Debemos velar por la integridad de los alumnos y porque se cumplan los derechos de los mismos,Debemos velar por la integridad del alumnado y porque se cumplan los derechos de este,dificultades_variadas,neutral_es
Aún no se han finalizado estudios determinantes del motivo por el cual algunas tienen intolerancias alimenticias,Aún no se han finalizado estudios determinantes del motivo por el cual ciertas personas tienen intolerancias alimenticias,dificultades_variadas,neutral_es
"En el concierto de rock, unos dos mil asistentes coreaban las canciones del grupo.","En el concierto de rock, aproximadamente dos mil asistentes coreaban las canciones del grupo.",persona_generica,GPT-3.5_fewshot
Solo los italianos serán tenidos en cuenta en la votación,Solo los que posean la nacionalidad italiana serán tenidos en cuenta en la votación,dificultades_variadas,neutral_es
Los interesados en Azerbaiyán y China pueden leerlo en sus idiomas locales,Las personas interesadas en Azerbaiyán y China pueden leerlo en sus idiomas locales,dificultades_variadas,neutral_es
Va dirigido a los alumnos de último curso,Va dirigido a estudiantes de último curso,dificultades_variadas,neutral_es
Aún no se han finalizado estudios determinantes del motivo por el cual algunas tienen enfermedades degenerativas,Aún no se han finalizado estudios determinantes del motivo por el cual ciertas personas tienen enfermedades degenerativas,dificultades_variadas,neutral_es
el tío de Raquel está trabajando de administrador,el tío de Raquel está trabajando de administrador,feminizar_profesiones,human_combinatory
Las páginas web podrán hacer difusión haciendo constar siempre la procedencia y el autor de las encuestas,Las páginas web podrán hacer difusión haciendo constar siempre la procedencia y la autoría de las encuestas,dificultades_variadas,neutral_es
Los compañeros de trabajo celebran el éxito del proyecto.,Compañeras y compañeros de trabajo celebran el éxito del proyecto.,plurales,GPT-3.5_CaDi
Las formadoras Isabel y Dolores impartirán el temario de Educación Física.,Las formadoras Isabel y Dolores impartirán el temario de Educación Física.,no_cambia,neutral_es
Los estudiantes participarán en un debate sobre el cambio climático,Habrá un debate sobre el cambio climático para estudiantes,omision,GPT-3.5_fewshot
La junta directiva contó con la participación de los consejeros.,La junta directiva contó con la participación de la consejería.,plural_neutro,GPT-3.5_fs_multiplication
Los firmantes rubricaron el acuerdo con entusiasmo.,Las personas que firman rubricaron el acuerdo con entusiasmo.,plurales,GPT-3.5_CaDi
mi amiga es una cantante bastante mala y practica actividades de mindfulness como la yoga y la meditación.,mi amiga es una cantante bastante mala y practica actividades de mindfulness como la yoga y la meditación.,feminizar_profesiones,human_combinatory
Los serigrafistas imprimieron camisetas con diseños personalizados.,Las y los profesionales de la serigrafía imprimieron camisetas con diseños personalizados.,plurales,GPT-3.5_CaDi
Los ciclistas disfrutan de paseos en bicicleta por el campo.,El conjunto de ciclistas disfruta de paseos en bicicleta por el campo.,plurales,GPT-3.5_CaDi
Ellos eran inteligentes y amables,Eran inteligentes y amables,omision,guia_MX
"aquella que tenga prisa , que salga ya","quien tenga prisa , que salga ya",dificultades_variadas,neutral_es
"Buenas tardes a todos y a todas , rogamos estén presentes","Buenas tardes , rogamos estén presentes",dificultades_variadas,neutral_es
Aún no existe información suficiente de por qué algunos tienen más probabilidad de padecer el TAE,Aún no existe información suficiente de por qué ciertas personas tienen más probabilidad de padecer el TAE,dificultades_variadas,neutral_es
"Si quieres ir a un museo con la clase , vas a tener que avisar a tu familia","Si quieres ir a un museo con la clase , vas a tener que avisar a tu familia",dificultades_variadas,neutral_es
Los científicos están investigando una cura para esta enfermedad.,Las científicas y científicos están investigando una cura para esta enfermedad.,plural_complejo,GPT-3.5_fs_multiplication
"A nivel corporativo , realizamos entrevistas con las encargadas de la preparación y puesta en marcha de los procedimientos","A nivel corporativo , realizamos entrevistas con el personal responsable de la preparación y puesta en marcha de los procedimientos",dificultades_variadas,neutral_es
Es crucial cubrir las carencias que tiene el promotor añadiendo personal cualificado con un perfil diferente para compensar las carencias,Es crucial cubrir las carencias que tiene el personal promotor añadiendo personal cualificado con un perfil diferente para compensar las carencias,plural_complejo,neutral_es
Los coordinadores Daniel Martínez y José García dirigieron el proyecto de manera eficiente,Los coordinadores Daniel Martínez y José García dirigieron el proyecto de manera eficiente,nombres_propios,GPT-3.5_fewshot
la cuñada de Inés es una gran analista financiero,la cuñada de Inés es una gran analista financiera,feminizar_profesiones,human_combinatory
Los colaboradores aportan ideas y esfuerzo al proyecto.,Las personas colaboradoras aportan ideas y esfuerzo al proyecto.,plurales,GPT-3.5_CaDi
Las que presenten propuestas innovadoras serán consideradas para financiamiento.,Quienes presenten propuestas innovadoras serán considerados para financiamiento.,persona_generica,GPT-3.5_fewshot
Rosa es una gran escritor,Rosa es una gran escritora,feminizar_profesiones,human_combinatory
mi amigo es un gerente buenísimo y aprende técnicas de cocina gourmet y realiza cenas especiales en casa.,mi amigo es un gerente buenísimo y aprende técnicas de cocina gourmet y realiza cenas especiales en casa.,feminizar_profesiones,human_combinatory
Los expertos afirman que el cambio climático está aquí,Las personas expertas afirman que el cambio climático está aquí,dificultades_variadas,neutral_es
"Sin embargo , la información exacta sobre lo que se le paga a una persona liberada sindical no debe revelarse sin autorización de la interesada bajo ningún concepto","Sin embargo , la información exacta sobre lo que se le paga a una persona liberada sindical no debe revelarse sin autorización de la persona interesada bajo ningún concepto",dificultades_variadas,neutral_es
Los profesores Martín y Lucas impartirán el temario de Francés.,Los profesores Martín y Lucas impartirán el temario de Francés.,nombres_propios,neutral_es
La manca aprendió a hacer muchas cosas con una sola mano.,La persona con movilidad reducida aprendió a hacer muchas cosas con una sola mano.,terminologia,GPT-3.5_fs_multiplication
Los estudiantes que no estén interesados en el tema no podrán participar en el debate,Estudiantes que no se interesen en el tema no podrán participar en el debate,parafrasis,GPT-3.5_fewshot
Los escritores están invitados a enviar sus obras para ser consideradas en el concurso literario.,Se invita a enviar sus obras para ser consideradas en el concurso literario.,dificultades_variadas,GPT-3.5_fewshot
Los redactores redactaron el informe sobre las políticas de salud pública.,El equipo redactor redactó el informe sobre las políticas de salud pública.,plurales,GPT-3.5_fewshot
Las jóvenes Carla López y Andrea Sánchez exploraron oportunidades de educación superior.,Las jóvenes Carla López y Andrea Sánchez exploraron oportunidades de educación superior.,nombres_propios,GPT-3.5_fewshot
Los ministros Li Wang y Miguel Torres gestionaron fondos para proyectos de infraestructura,Los ministros Li Wang y Miguel Torres gestionaron fondos para proyectos de infraestructura,nombres_propios,GPT-3.5_fewshot
"Debido a esto , la cuantía económica estipulada se entregará totalmente a los candidatos seleccionados en una ceremonia","Debido a esto , la cuantía económica estipulada se entregará totalmente a las candidaturas seleccionadas en una ceremonia",dificultades_variadas,neutral_es
Según han denunciado muchos expertos,Según ha denunciado multitud de especialistas,parafrasis,guía_CCGG
